id,kategori,deger,aciklama
89412,B,71,Yok
89413,C,389,Yok
89414,A,426,Yok
89415,D,117,Yok
89416,D,95,Yok
89417,C,301,Yok
89418,A,126,Yok
89419,B,394,Yok
89420,A,435,Yok
89421,A,194,Yok
89422,C,400,Yok
89423,A,81,Yok
89424,A,209,Yok
89425,C,99,Yok
89426,A,481,Yok
89427,A,420,Yok
89428,D,477,Yok
89429,C,241,Yok
89430,C,332,Yok
89431,C,197,Yok
89432,A,208,Yok
89433,D,468,Yok
89434,D,104,Yok
89435,B,368,Yok
89436,C,431,Yok
89437,D,27,Yok
89438,D,156,Yok
89439,D,32,Yok
89440,C,308,Yok
89441,A,227,Yok
89442,B,17,Yok
89443,B,452,Yok
89444,A,472,Yok
89445,C,69,Yok
89446,D,165,Yok
89447,A,439,Yok
89448,B,150,Yok
89449,C,192,Yok
89450,D,433,Yok
89451,B,396,Yok
89452,B,32,Yok
89453,B,341,Yok
89454,D,31,Yok
89455,B,300,Yok
89456,C,140,Yok
89457,C,317,Yok
89458,D,52,Yok
89459,C,106,Yok
89460,A,313,Yok
89461,C,100,Yok
89462,B,262,Yok
89463,B,35,Yok
89464,C,333,Yok
89465,C,467,Yok
89466,D,451,Yok
89467,D,245,Yok
89468,A,443,Yok
89469,C,130,Yok
89470,A,359,Yok
89471,C,382,Yok
89472,A,189,Yok
89473,C,359,Yok
89474,C,308,Yok
89475,C,381,Yok
89476,A,293,Yok
89477,B,313,Yok
89478,D,189,Yok
89479,D,344,Yok
89480,A,390,Yok
89481,C,430,Yok
89482,B,412,Yok
89483,A,160,Yok
89484,A,191,Yok
89485,D,474,Yok
89486,D,77,Yok
89487,B,265,Yok
89488,C,126,Yok
89489,B,348,Yok
89490,D,74,Yok
89491,C,301,Yok
89492,B,180,Yok
89493,A,388,Yok
89494,A,63,Yok
89495,A,94,Yok
89496,C,16,Yok
89497,C,483,Yok
89498,D,221,Yok
89499,B,395,Yok
89500,C,354,Yok
89501,C,247,Yok
89502,B,207,Yok
89503,D,39,Yok
89504,C,366,Yok
89505,B,362,Yok
89506,C,430,Yok
89507,C,165,Yok
89508,D,359,Yok
89509,A,136,Yok
89510,C,193,Yok
89511,D,457,Yok
89512,B,339,Yok
89513,B,88,Yok
89514,A,220,Yok
89515,B,446,Yok
89516,A,469,Yok
89517,C,236,Yok
89518,A,104,Yok
89519,C,21,Yok
89520,B,67,Yok
89521,A,113,Yok
89522,D,21,Yok
89523,B,351,Yok
89524,B,227,Yok
89525,B,272,Yok
89526,B,436,Yok
89527,B,76,Yok
89528,D,252,Yok
89529,D,429,Yok
89530,D,452,Yok
89531,A,114,Yok
89532,B,245,Yok
89533,A,297,Yok
89534,A,440,Yok
89535,A,144,Yok
89536,B,56,Yok
89537,B,179,Yok
89538,A,198,Yok
89539,B,89,Yok
89540,A,444,Yok
89541,B,449,Yok
89542,B,259,Yok
89543,A,45,Yok
89544,D,436,Yok
89545,B,160,Yok
89546,A,380,Yok
89547,A,150,Yok
89548,B,54,Yok
89549,B,209,Yok
89550,A,443,Yok
89551,A,109,Yok
89552,A,223,Yok
89553,C,424,Yok
89554,B,431,Yok
89555,C,120,Yok
89556,A,381,Yok
89557,C,215,Yok
89558,D,462,Yok
89559,A,424,Yok
89560,D,319,Yok
89561,C,210,Yok
89562,D,17,Yok
89563,C,277,Yok
89564,B,452,Yok
89565,B,462,Yok
89566,C,448,Yok
89567,A,41,Yok
89568,B,491,Yok
89569,C,419,Yok
89570,A,391,Yok
89571,B,405,Yok
89572,C,106,Yok
89573,A,402,Yok
89574,A,259,Yok
89575,C,138,Yok
89576,D,152,Yok
89577,D,491,Yok
89578,D,300,Yok
89579,D,100,Yok
89580,A,17,Yok
89581,D,15,Yok
89582,C,415,Yok
89583,A,256,Yok
89584,D,498,Yok
89585,C,373,Yok
89586,B,125,Yok
89587,A,433,Yok
89588,C,429,Yok
89589,D,184,Yok
89590,C,86,Yok
89591,A,340,Yok
89592,B,470,Yok
89593,D,438,Yok
89594,C,253,Yok
89595,B,208,Yok
89596,A,374,Yok
89597,D,392,Yok
89598,B,232,Yok
89599,A,333,Yok
89600,D,249,Yok
89601,C,64,Yok
89602,B,365,Yok
89603,A,208,Yok
89604,C,303,Yok
89605,D,320,Yok
89606,B,362,Yok
89607,A,468,Yok
89608,B,357,Yok
89609,C,281,Yok
89610,C,438,Yok
89611,A,289,Yok
89612,B,58,Yok
89613,B,445,Yok
89614,C,290,Yok
89615,B,355,Yok
89616,B,287,Yok
89617,B,345,Yok
89618,A,437,Yok
89619,C,220,Yok
89620,D,314,Yok
89621,A,319,Yok
89622,C,212,Yok
89623,A,73,Yok
89624,D,55,Yok
89625,A,10,Yok
89626,A,168,Yok
89627,D,236,Yok
89628,B,215,Yok
89629,C,118,Yok
89630,D,257,Yok
89631,A,126,Yok
89632,B,390,Yok
89633,A,189,Yok
89634,B,83,Yok
89635,A,396,Yok
89636,C,71,Yok
89637,C,421,Yok
89638,A,275,Yok
89639,D,179,Yok
89640,A,291,Yok
89641,A,287,Yok
89642,D,40,Yok
89643,D,169,Yok
89644,A,173,Yok
89645,B,208,Yok
89646,C,81,Yok
89647,B,294,Yok
89648,D,209,Yok
89649,C,463,Yok
89650,A,254,Yok
89651,C,455,Yok
89652,A,128,Yok
89653,A,98,Yok
89654,D,179,Yok
89655,B,193,Yok
89656,D,46,Yok
89657,D,357,Yok
89658,C,169,Yok
89659,B,172,Yok
89660,B,470,Yok
89661,B,404,Yok
89662,B,144,Yok
89663,C,121,Yok
89664,C,248,Yok
89665,D,384,Yok
89666,D,129,Yok
89667,B,261,Yok
89668,D,403,Yok
89669,C,356,Yok
89670,D,79,Yok
89671,A,452,Yok
89672,D,144,Yok
89673,C,309,Yok
89674,B,411,Yok
89675,A,86,Yok
89676,A,406,Yok
89677,A,279,Yok
89678,D,387,Yok
89679,D,409,Yok
89680,A,27,Yok
89681,A,199,Yok
89682,B,185,Yok
89683,B,117,Yok
89684,A,454,Yok
89685,B,103,Yok
89686,C,22,Yok
89687,D,47,Yok
89688,B,314,Yok
89689,C,160,Yok
89690,D,255,Yok
89691,B,284,Yok
89692,D,81,Yok
89693,C,474,Yok
89694,C,301,Yok
89695,D,401,Yok
89696,A,322,Yok
89697,B,363,Yok
89698,A,167,Yok
89699,C,15,Yok
89700,D,497,Yok
89701,B,391,Yok
89702,B,244,Yok
89703,A,12,Yok
89704,B,161,Yok
89705,B,101,Yok
89706,B,289,Yok
89707,C,21,Yok
89708,A,172,Yok
89709,C,45,Yok
89710,D,476,Yok
89711,D,57,Yok
89712,A,302,Yok
89713,D,176,Yok
89714,C,329,Yok
89715,C,347,Yok
89716,C,396,Yok
89717,C,338,Yok
89718,A,247,Yok
89719,B,444,Yok
89720,D,431,Yok
89721,A,159,Yok
89722,B,222,Yok
89723,A,280,Yok
89724,D,121,Yok
89725,A,456,Yok
89726,D,84,Yok
89727,A,100,Yok
89728,A,134,Yok
89729,C,299,Yok
89730,A,231,Yok
89731,A,448,Yok
89732,B,45,Yok
89733,C,254,Yok
89734,D,271,Yok
89735,C,21,Yok
89736,A,279,Yok
89737,D,109,Yok
89738,A,194,Yok
89739,C,415,Yok
89740,C,344,Yok
89741,A,361,Yok
89742,A,456,Yok
89743,A,436,Yok
89744,B,359,Yok
89745,C,253,Yok
89746,B,352,Yok
89747,C,25,Yok
89748,C,304,Yok
89749,D,277,Yok
89750,D,477,Yok
89751,C,119,Yok
89752,D,490,Yok
89753,C,151,Yok
89754,C,232,Yok
89755,A,430,Yok
89756,D,445,Yok
89757,B,187,Yok
89758,B,359,Yok
89759,D,450,Yok
89760,C,35,Yok
89761,B,302,Yok
89762,D,411,Yok
89763,B,428,Yok
89764,A,249,Yok
89765,C,403,Yok
89766,A,123,Yok
89767,B,155,Yok
89768,C,138,Yok
89769,C,438,Yok
89770,C,268,Yok
89771,D,310,Yok
89772,D,43,Yok
89773,C,243,Yok
89774,C,79,Yok
89775,C,483,Yok
89776,A,159,Yok
89777,A,477,Yok
89778,B,102,Yok
89779,C,369,Yok
89780,C,356,Yok
89781,A,480,Yok
89782,B,75,Yok
89783,B,276,Yok
89784,C,282,Yok
89785,D,117,Yok
89786,B,46,Yok
89787,B,239,Yok
89788,C,412,Yok
89789,C,425,Yok
89790,C,475,Yok
89791,A,493,Yok
89792,C,404,Yok
89793,D,353,Yok
89794,D,343,Yok
89795,B,250,Yok
89796,A,148,Yok
89797,B,240,Yok
89798,A,39,Yok
89799,C,137,Yok
89800,B,395,Yok
89801,D,44,Yok
89802,A,422,Yok
89803,B,475,Yok
89804,D,236,Yok
89805,D,356,Yok
89806,C,316,Yok
89807,A,270,Yok
89808,B,78,Yok
89809,D,224,Yok
89810,A,287,Yok
89811,C,293,Yok
89812,A,418,Yok
89813,A,397,Yok
89814,B,55,Yok
89815,A,170,Yok
89816,C,356,Yok
89817,D,131,Yok
89818,B,160,Yok
89819,D,47,Yok
89820,A,190,Yok
89821,C,200,Yok
89822,D,269,Yok
89823,C,430,Yok
89824,A,383,Yok
89825,A,382,Yok
89826,D,102,Yok
89827,B,394,Yok
89828,C,371,Yok
89829,C,460,Yok
89830,C,141,Yok
89831,A,411,Yok
89832,A,183,Yok
89833,D,16,Yok
89834,D,70,Yok
89835,A,266,Yok
89836,B,230,Yok
89837,C,66,Yok
89838,C,22,Yok
89839,A,256,Yok
89840,B,99,Yok
89841,B,161,Yok
89842,B,37,Yok
89843,B,189,Yok
89844,B,335,Yok
89845,D,402,Yok
89846,A,494,Yok
89847,A,36,Yok
89848,A,452,Yok
89849,C,110,Yok
89850,B,447,Yok
89851,B,424,Yok
89852,C,437,Yok
89853,B,253,Yok
89854,B,349,Yok
89855,B,94,Yok
89856,B,102,Yok
89857,B,289,Yok
89858,D,241,Yok
89859,A,333,Yok
89860,D,406,Yok
89861,B,173,Yok
89862,A,441,Yok
89863,A,310,Yok
89864,A,257,Yok
89865,A,147,Yok
89866,C,158,Yok
89867,A,118,Yok
89868,C,121,Yok
89869,C,345,Yok
89870,A,252,Yok
89871,B,190,Yok
89872,B,248,Yok
89873,A,232,Yok
89874,A,193,Yok
89875,C,388,Yok
89876,D,87,Yok
89877,C,262,Yok
89878,B,200,Yok
89879,D,283,Yok
89880,D,390,Yok
89881,D,216,Yok
89882,C,202,Yok
89883,C,426,Yok
89884,A,297,Yok
89885,C,212,Yok
89886,C,388,Yok
89887,D,111,Yok
89888,D,217,Yok
89889,C,384,Yok
89890,B,127,Yok
89891,D,397,Yok
89892,A,187,Yok
89893,B,385,Yok
89894,D,407,Yok
89895,A,242,Yok
89896,D,300,Yok
89897,A,382,Yok
89898,D,183,Yok
89899,D,273,Yok
89900,C,119,Yok
89901,B,377,Yok
89902,B,304,Yok
89903,C,313,Yok
89904,D,235,Yok
89905,B,255,Yok
89906,A,452,Yok
89907,A,376,Yok
89908,D,266,Yok
89909,D,341,Yok
89910,A,168,Yok
89911,D,57,Yok
89912,C,39,Yok
89913,B,112,Yok
89914,A,25,Yok
89915,C,50,Yok
89916,A,264,Yok
89917,A,471,Yok
89918,D,222,Yok
89919,B,393,Yok
89920,C,289,Yok
89921,A,244,Yok
89922,A,74,Yok
89923,D,365,Yok
89924,C,123,Yok
89925,D,20,Yok
89926,D,98,Yok
89927,C,470,Yok
89928,B,89,Yok
89929,D,230,Yok
89930,A,284,Yok
89931,B,243,Yok
89932,A,472,Yok
89933,B,28,Yok
89934,A,168,Yok
89935,D,277,Yok
89936,D,42,Yok
89937,D,79,Yok
89938,C,111,Yok
89939,D,307,Yok
89940,B,259,Yok
89941,D,444,Yok
89942,C,65,Yok
89943,A,318,Yok
89944,C,480,Yok
89945,B,217,Yok
89946,B,307,Yok
89947,C,194,Yok
89948,A,301,Yok
89949,D,410,Yok
89950,B,155,Yok
89951,D,13,Yok
89952,A,358,Yok
89953,B,260,Yok
89954,A,444,Yok
89955,A,413,Yok
89956,C,460,Yok
89957,A,241,Yok
89958,B,66,Yok
89959,C,407,Yok
89960,B,229,Yok
89961,C,377,Yok
89962,C,309,Yok
89963,A,115,Yok
89964,A,290,Yok
89965,D,73,Yok
89966,B,392,Yok
89967,B,395,Yok
89968,D,431,Yok
89969,A,343,Yok
89970,B,15,Yok
89971,B,313,Yok
89972,A,97,Yok
89973,C,237,Yok
89974,A,90,Yok
89975,D,37,Yok
89976,B,375,Yok
89977,C,390,Yok
89978,D,364,Yok
89979,A,459,Yok
89980,C,264,Yok
89981,B,432,Yok
89982,C,222,Yok
89983,B,178,Yok
89984,A,253,Yok
89985,C,396,Yok
89986,C,80,Yok
89987,C,266,Yok
89988,B,442,Yok
89989,A,247,Yok
89990,A,300,Yok
89991,B,44,Yok
89992,C,442,Yok
89993,B,199,Yok
89994,B,409,Yok
89995,D,202,Yok
89996,A,395,Yok
89997,B,267,Yok
89998,C,460,Yok
89999,B,324,Yok
90000,B,51,Yok
90001,B,236,Yok
90002,C,169,Yok
90003,D,153,Yok
90004,B,374,Yok
90005,A,130,Yok
90006,B,314,Yok
90007,D,190,Yok
90008,B,331,Yok
90009,A,46,Yok
90010,D,446,Yok
90011,A,444,Yok
90012,A,85,Yok
90013,A,331,Yok
90014,D,225,Yok
90015,D,139,Yok
90016,A,139,Yok
90017,A,422,Yok
90018,C,331,Yok
90019,D,280,Yok
90020,B,243,Yok
90021,D,495,Yok
90022,C,124,Yok
90023,C,182,Yok
90024,A,350,Yok
90025,D,476,Yok
90026,B,345,Yok
90027,D,464,Yok
90028,C,261,Yok
90029,B,166,Yok
90030,B,476,Yok
90031,A,170,Yok
90032,D,97,Yok
90033,D,444,Yok
90034,D,378,Yok
90035,B,261,Yok
90036,C,348,Yok
90037,C,270,Yok
90038,A,430,Yok
90039,C,482,Yok
90040,D,268,Yok
90041,A,357,Yok
90042,C,99,Yok
90043,C,148,Yok
90044,A,276,Yok
90045,B,16,Yok
90046,A,355,Yok
90047,B,376,Yok
90048,D,333,Yok
90049,B,284,Yok
90050,A,299,Yok
90051,D,147,Yok
90052,A,139,Yok
90053,A,464,Yok
90054,B,117,Yok
90055,B,172,Yok
90056,B,297,Yok
90057,D,263,Yok
90058,B,280,Yok
90059,D,21,Yok
90060,A,200,Yok
90061,A,120,Yok
90062,B,342,Yok
90063,C,308,Yok
90064,A,209,Yok
90065,C,240,Yok
90066,C,350,Yok
90067,C,36,Yok
90068,B,192,Yok
90069,D,218,Yok
90070,A,212,Yok
90071,C,209,Yok
90072,D,132,Yok
90073,B,297,Yok
90074,A,275,Yok
90075,D,428,Yok
90076,B,384,Yok
90077,A,101,Yok
90078,A,489,Yok
90079,B,141,Yok
90080,C,251,Yok
90081,A,131,Yok
90082,A,484,Yok
90083,C,304,Yok
90084,D,180,Yok
90085,A,27,Yok
90086,D,41,Yok
90087,C,206,Yok
90088,A,494,Yok
90089,C,165,Yok
90090,A,304,Yok
90091,A,342,Yok
90092,A,223,Yok
90093,C,164,Yok
90094,A,62,Yok
90095,D,274,Yok
90096,B,484,Yok
90097,B,316,Yok
90098,B,474,Yok
90099,D,149,Yok
90100,A,277,Yok
90101,C,108,Yok
90102,C,129,Yok
90103,A,485,Yok
90104,D,295,Yok
90105,B,164,Yok
90106,D,308,Yok
90107,D,361,Yok
90108,C,323,Yok
90109,A,446,Yok
90110,C,239,Yok
90111,B,241,Yok
90112,B,15,Yok
90113,C,488,Yok
90114,A,254,Yok
90115,A,138,Yok
90116,D,308,Yok
90117,D,30,Yok
90118,C,213,Yok
90119,B,21,Yok
90120,A,385,Yok
90121,C,238,Yok
90122,C,183,Yok
90123,B,479,Yok
90124,D,431,Yok
90125,B,188,Yok
90126,D,345,Yok
90127,D,469,Yok
90128,A,496,Yok
90129,A,438,Yok
90130,D,407,Yok
90131,D,146,Yok
90132,A,267,Yok
90133,D,166,Yok
90134,D,326,Yok
90135,D,44,Yok
90136,B,95,Yok
90137,C,462,Yok
90138,D,142,Yok
90139,A,437,Yok
90140,D,59,Yok
90141,D,320,Yok
90142,A,477,Yok
90143,A,386,Yok
90144,D,490,Yok
90145,C,309,Yok
90146,A,78,Yok
90147,A,455,Yok
90148,B,272,Yok
90149,D,206,Yok
90150,B,138,Yok
90151,B,220,Yok
90152,C,210,Yok
90153,D,474,Yok
90154,D,176,Yok
90155,B,402,Yok
90156,A,317,Yok
90157,A,473,Yok
90158,D,348,Yok
90159,C,120,Yok
90160,C,215,Yok
90161,D,493,Yok
90162,A,301,Yok
90163,C,437,Yok
90164,D,386,Yok
90165,D,460,Yok
90166,A,163,Yok
90167,B,120,Yok
90168,A,276,Yok
90169,C,180,Yok
90170,B,293,Yok
90171,A,49,Yok
90172,C,244,Yok
90173,C,384,Yok
90174,B,20,Yok
90175,A,277,Yok
90176,A,435,Yok
90177,C,356,Yok
90178,D,341,Yok
90179,D,42,Yok
90180,B,14,Yok
90181,A,286,Yok
90182,D,39,Yok
90183,B,426,Yok
90184,C,83,Yok
90185,D,10,Yok
90186,A,38,Yok
90187,C,336,Yok
90188,A,60,Yok
90189,C,362,Yok
90190,A,202,Yok
90191,B,232,Yok
90192,A,57,Yok
90193,A,426,Yok
90194,C,268,Yok
90195,A,232,Yok
90196,A,203,Yok
90197,A,411,Yok
90198,C,113,Yok
90199,D,283,Yok
90200,D,225,Yok
90201,D,233,Yok
90202,A,353,Yok
90203,B,210,Yok
90204,B,149,Yok
90205,C,292,Yok
90206,D,196,Yok
90207,A,496,Yok
90208,C,334,Yok
90209,A,172,Yok
90210,C,163,Yok
90211,D,19,Yok
90212,A,467,Yok
90213,D,261,Yok
90214,D,317,Yok
90215,A,12,Yok
90216,D,470,Yok
90217,C,479,Yok
90218,C,158,Yok
90219,C,171,Yok
90220,D,63,Yok
90221,A,382,Yok
90222,D,291,Yok
90223,D,19,Yok
90224,C,373,Yok
90225,A,157,Yok
90226,B,192,Yok
90227,B,474,Yok
90228,A,353,Yok
90229,A,490,Yok
90230,C,372,Yok
90231,A,345,Yok
90232,A,56,Yok
90233,D,238,Yok
90234,D,186,Yok
90235,B,363,Yok
90236,C,116,Yok
90237,C,71,Yok
90238,A,145,Yok
90239,C,408,Yok
90240,B,150,Yok
90241,D,290,Yok
90242,B,54,Yok
90243,B,58,Yok
90244,A,307,Yok
90245,D,293,Yok
90246,A,326,Yok
90247,B,176,Yok
90248,B,237,Yok
90249,C,175,Yok
90250,C,19,Yok
90251,C,89,Yok
90252,C,317,Yok
90253,B,214,Yok
90254,C,487,Yok
90255,D,452,Yok
90256,B,22,Yok
90257,B,162,Yok
90258,D,114,Yok
90259,A,448,Yok
90260,C,282,Yok
90261,B,271,Yok
90262,D,158,Yok
90263,A,265,Yok
90264,A,286,Yok
90265,D,421,Yok
90266,B,341,Yok
90267,B,337,Yok
90268,C,366,Yok
90269,C,220,Yok
90270,D,456,Yok
90271,D,91,Yok
90272,B,29,Yok
90273,B,213,Yok
90274,D,142,Yok
90275,D,160,Yok
90276,A,116,Yok
90277,A,221,Yok
90278,A,146,Yok
90279,A,352,Yok
90280,A,239,Yok
90281,D,137,Yok
90282,C,18,Yok
90283,D,113,Yok
90284,A,445,Yok
90285,D,422,Yok
90286,B,174,Yok
90287,D,295,Yok
90288,D,342,Yok
90289,C,100,Yok
90290,A,26,Yok
90291,A,187,Yok
90292,D,397,Yok
90293,D,204,Yok
90294,A,388,Yok
90295,B,246,Yok
90296,A,311,Yok
90297,B,28,Yok
90298,D,266,Yok
90299,D,81,Yok
90300,B,75,Yok
90301,A,61,Yok
90302,D,257,Yok
90303,A,236,Yok
90304,D,12,Yok
90305,C,218,Yok
90306,C,264,Yok
90307,C,437,Yok
90308,B,252,Yok
90309,A,265,Yok
90310,C,112,Yok
90311,B,40,Yok
90312,C,275,Yok
90313,D,83,Yok
90314,C,91,Yok
90315,A,191,Yok
90316,A,112,Yok
90317,B,445,Yok
90318,A,323,Yok
90319,C,462,Yok
90320,D,207,Yok
90321,D,195,Yok
90322,B,40,Yok
90323,D,173,Yok
90324,B,279,Yok
90325,B,234,Yok
90326,B,230,Yok
90327,A,92,Yok
90328,C,211,Yok
90329,A,96,Yok
90330,D,434,Yok
90331,A,145,Yok
90332,B,225,Yok
90333,A,79,Yok
90334,A,366,Yok
90335,D,100,Yok
90336,C,425,Yok
90337,B,52,Yok
90338,A,167,Yok
90339,D,184,Yok
90340,D,259,Yok
90341,B,396,Yok
90342,D,403,Yok
90343,C,475,Yok
90344,D,86,Yok
90345,A,410,Yok
90346,C,345,Yok
90347,C,350,Yok
90348,D,134,Yok
90349,B,213,Yok
90350,B,345,Yok
90351,B,325,Yok
90352,A,279,Yok
90353,D,275,Yok
90354,B,282,Yok
90355,A,412,Yok
90356,C,402,Yok
90357,B,201,Yok
90358,C,183,Yok
90359,B,196,Yok
90360,D,207,Yok
90361,C,385,Yok
90362,D,392,Yok
90363,A,185,Yok
90364,C,475,Yok
90365,A,106,Yok
90366,B,142,Yok
90367,B,72,Yok
90368,B,293,Yok
90369,A,308,Yok
90370,B,17,Yok
90371,D,131,Yok
90372,A,427,Yok
90373,A,246,Yok
90374,C,217,Yok
90375,B,434,Yok
90376,C,87,Yok
90377,A,189,Yok
90378,C,154,Yok
90379,D,250,Yok
90380,B,398,Yok
90381,A,422,Yok
90382,C,156,Yok
90383,B,128,Yok
90384,D,163,Yok
90385,B,388,Yok
90386,C,358,Yok
90387,D,340,Yok
90388,A,309,Yok
90389,D,34,Yok
90390,B,230,Yok
90391,A,155,Yok
90392,B,230,Yok
90393,A,48,Yok
90394,D,254,Yok
90395,A,497,Yok
90396,B,306,Yok
90397,C,499,Yok
90398,C,167,Yok
90399,C,351,Yok
90400,A,195,Yok
90401,C,233,Yok
90402,C,44,Yok
90403,B,188,Yok
90404,D,366,Yok
90405,A,486,Yok
90406,C,248,Yok
90407,B,63,Yok
90408,A,440,Yok
90409,B,310,Yok
90410,D,241,Yok
90411,C,114,Yok
90412,A,351,Yok
90413,A,376,Yok
90414,C,62,Yok
90415,B,460,Yok
90416,D,342,Yok
90417,A,459,Yok
90418,A,329,Yok
90419,D,53,Yok
90420,A,251,Yok
90421,D,441,Yok
90422,C,210,Yok
90423,D,48,Yok
90424,D,458,Yok
90425,B,430,Yok
90426,D,282,Yok
90427,C,276,Yok
90428,A,276,Yok
90429,B,319,Yok
90430,D,459,Yok
90431,B,273,Yok
90432,C,151,Yok
90433,C,311,Yok
90434,A,116,Yok
90435,C,333,Yok
90436,C,409,Yok
90437,D,336,Yok
90438,C,170,Yok
90439,C,354,Yok
90440,C,143,Yok
90441,A,445,Yok
90442,D,145,Yok
90443,D,256,Yok
90444,B,423,Yok
90445,C,400,Yok
90446,B,123,Yok
90447,B,28,Yok
90448,C,72,Yok
90449,D,12,Yok
90450,C,467,Yok
90451,B,168,Yok
90452,A,440,Yok
90453,B,262,Yok
90454,D,22,Yok
90455,A,104,Yok
90456,B,180,Yok
90457,C,210,Yok
90458,D,156,Yok
90459,A,420,Yok
90460,D,427,Yok
90461,B,237,Yok
90462,D,284,Yok
90463,A,283,Yok
90464,C,330,Yok
90465,A,137,Yok
90466,D,102,Yok
90467,C,313,Yok
90468,C,405,Yok
90469,D,241,Yok
90470,A,335,Yok
90471,C,412,Yok
90472,C,419,Yok
90473,D,47,Yok
90474,C,290,Yok
90475,A,218,Yok
90476,C,277,Yok
90477,B,221,Yok
90478,C,72,Yok
90479,B,177,Yok
90480,A,421,Yok
90481,B,143,Yok
90482,C,197,Yok
90483,C,262,Yok
90484,D,377,Yok
90485,D,445,Yok
90486,C,160,Yok
90487,C,232,Yok
90488,C,139,Yok
90489,C,490,Yok
90490,A,210,Yok
90491,C,163,Yok
90492,B,154,Yok
90493,D,90,Yok
90494,B,118,Yok
90495,B,295,Yok
90496,A,494,Yok
90497,B,57,Yok
90498,B,487,Yok
90499,B,381,Yok
90500,D,69,Yok
90501,A,473,Yok
90502,B,380,Yok
90503,B,30,Yok
90504,A,131,Yok
90505,C,283,Yok
90506,B,292,Yok
90507,D,206,Yok
90508,D,342,Yok
90509,C,419,Yok
90510,B,454,Yok
90511,A,93,Yok
90512,C,14,Yok
90513,D,278,Yok
90514,D,71,Yok
90515,A,323,Yok
90516,C,433,Yok
90517,A,430,Yok
90518,C,57,Yok
90519,C,178,Yok
90520,C,182,Yok
90521,B,65,Yok
90522,D,99,Yok
90523,D,280,Yok
90524,D,210,Yok
90525,C,453,Yok
90526,C,288,Yok
90527,B,286,Yok
90528,D,444,Yok
90529,D,173,Yok
90530,B,427,Yok
90531,D,459,Yok
90532,A,219,Yok
90533,A,164,Yok
90534,B,251,Yok
90535,D,266,Yok
90536,B,349,Yok
90537,B,446,Yok
90538,B,224,Yok
90539,D,175,Yok
90540,B,123,Yok
90541,D,176,Yok
90542,A,293,Yok
90543,B,382,Yok
90544,B,248,Yok
90545,D,422,Yok
90546,A,426,Yok
90547,D,250,Yok
90548,C,78,Yok
90549,D,43,Yok
90550,A,401,Yok
90551,A,247,Yok
90552,B,44,Yok
90553,D,412,Yok
90554,D,67,Yok
90555,C,134,Yok
90556,A,307,Yok
90557,D,193,Yok
90558,C,212,Yok
90559,D,326,Yok
90560,A,199,Yok
90561,B,167,Yok
90562,D,378,Yok
90563,A,74,Yok
90564,A,436,Yok
90565,A,128,Yok
90566,C,312,Yok
90567,C,474,Yok
90568,B,256,Yok
90569,D,275,Yok
90570,C,85,Yok
90571,C,200,Yok
90572,C,327,Yok
90573,D,493,Yok
90574,B,231,Yok
90575,B,209,Yok
90576,B,170,Yok
90577,D,451,Yok
90578,D,322,Yok
90579,B,66,Yok
90580,A,319,Yok
90581,D,278,Yok
90582,D,299,Yok
90583,B,415,Yok
90584,B,308,Yok
90585,A,281,Yok
90586,A,83,Yok
90587,C,355,Yok
90588,C,49,Yok
90589,B,34,Yok
90590,C,366,Yok
90591,D,278,Yok
90592,A,178,Yok
90593,C,446,Yok
90594,C,443,Yok
90595,B,260,Yok
90596,A,316,Yok
90597,A,268,Yok
90598,C,102,Yok
90599,D,461,Yok
90600,D,111,Yok
90601,D,114,Yok
90602,D,253,Yok
90603,D,351,Yok
90604,C,215,Yok
90605,D,330,Yok
90606,C,45,Yok
90607,B,417,Yok
90608,C,210,Yok
90609,D,28,Yok
90610,C,380,Yok
90611,D,273,Yok
90612,B,11,Yok
90613,D,39,Yok
90614,A,295,Yok
90615,B,309,Yok
90616,C,458,Yok
90617,C,100,Yok
90618,D,498,Yok
90619,A,175,Yok
90620,B,380,Yok
90621,C,129,Yok
90622,D,266,Yok
90623,A,296,Yok
90624,C,301,Yok
90625,D,146,Yok
90626,D,268,Yok
90627,A,122,Yok
90628,C,448,Yok
90629,D,160,Yok
90630,C,320,Yok
90631,A,273,Yok
90632,A,407,Yok
90633,C,239,Yok
90634,A,131,Yok
90635,D,246,Yok
90636,C,406,Yok
90637,D,149,Yok
90638,C,496,Yok
90639,B,212,Yok
90640,D,149,Yok
90641,D,87,Yok
90642,C,213,Yok
90643,C,71,Yok
90644,D,432,Yok
90645,A,274,Yok
90646,D,134,Yok
90647,B,288,Yok
90648,A,413,Yok
90649,A,185,Yok
90650,C,44,Yok
90651,C,292,Yok
90652,D,491,Yok
90653,D,454,Yok
90654,C,365,Yok
90655,D,63,Yok
90656,A,395,Yok
90657,D,55,Yok
90658,A,244,Yok
90659,C,24,Yok
90660,D,414,Yok
90661,A,236,Yok
90662,B,245,Yok
90663,B,194,Yok
90664,B,278,Yok
90665,A,200,Yok
90666,D,256,Yok
90667,B,107,Yok
90668,C,251,Yok
90669,C,290,Yok
90670,C,243,Yok
90671,B,433,Yok
90672,B,159,Yok
90673,D,230,Yok
90674,A,141,Yok
90675,C,153,Yok
90676,D,383,Yok
90677,A,192,Yok
90678,B,101,Yok
90679,A,223,Yok
90680,C,391,Yok
90681,A,86,Yok
90682,A,239,Yok
